ID_Record,Log ID,Time Stamp,User ID,IP Address,Hostname,Log Level,Status,Reference ID,Source,Log Error Code,Log Error Code Description
243,884775929,2016-09-04,U048669,1.228.106.71,6g3tzjxmxo.com,NORMAL,Completed Successfully,R028344,External Service,401 Unauthorized,Occurs when authentication is required and has failed or has not been provided yet.
699,315690150,2018-03-14,U052092,54.233.97.179,mknbmpfztss1.com,NORMAL,Completed Successfully,R006285,Error Handler,405 Method Not Allowed,Occurs when a request method is not supported for the requested resource.
949,959528297,2023-04-07,U071846,153.13.131.136,y2b4pt24.com,CRITICAL,Timed Out,R009408,Database,503 Service Unavailable,"Indicates that the server is not ready to handle the request, typically due to temporary overloading or maintenance."
269,541075417,2013-06-09,U022152,228.198.12.90,u51fmeu4qu2d1ot.com,WARNING,Timed Out,R019612,User,408 Request Timeout,Occurs when the server times out waiting for the request from the client.
542,190077784,2010-04-23,U082950,49.35.3.62,eknzvt57t1.com,NORMAL,In Progress,R071671,Device,406 Not Acceptable,Logged when the server cannot produce a response matching the list of acceptable values defined in the request's proactive content negotiation headers.
432,995333655,2019-02-07,U056603,239.146.20.73,sffq77eh1oa.com,CRITICAL,Failed,R009599,System,412 Precondition Failed,Indicates that one or more conditions in the request header fields evaluated to false.
477,206900424,2023-12-12,U065484,235.41.101.137,v2w6ykjx3m0hsj.com,NORMAL,Pending,R086628,Error Handler,503 Service Unavailable,"Indicates that the server is not ready to handle the request, typically due to temporary overloading or maintenance."
592,684434558,2014-06-23,U080185,1.104.20.208,cage1sjr29u.com,NORMAL,Completed Successfully,R037337,Security System,503 Service Unavailable,"Indicates that the server is not ready to handle the request, typically due to temporary overloading or maintenance."
429,458247020,2015-03-12,U067290,239.169.103.222,ejpjrytg608ie.com,NORMAL,Queued,R024873,System,429 Too Many Requests,Logged when the user has sent too many requests in a given amount of time ('rate limiting').
787,996352417,2019-05-18,U004486,10.120.25.7,hbc0kcg7mj5gi.com,NORMAL,In Progress,R032929,Security System,410 Gone,Indicates that the resource requested is no longer available and will not be available again.
841,666803773,2012-10-03,U041425,84.51.238.207,nbq430l2sr8.com,NORMAL,Queued,R071605,Database,504 Gateway Timeout,"Logged when the server, while acting as a gateway or proxy, did not receive a timely response from the upstream server."
401,501327202,2022-06-30,U052990,155.1.124.1,xthbeiz0xr7g.com,NORMAL,Queued,R056693,User,410 Gone,Indicates that the resource requested is no longer available and will not be available again.
482,529949718,2010-09-29,U074882,98.150.120.203,fsk04t2wh.com,NORMAL,Queued,R040155,System,403 Forbidden,Logged when the server understands the request but refuses to authorize it. This can be due to lack of access rights to the resource.
92,624178707,2022-01-19,U082069,255.213.153.104,19bye31qzrww.com,NORMAL,Pending,R098591,Error Handler,500 Internal Server Error,Indicates a generic error message when the server encounters an unexpected condition that prevents it from fulfilling the request.
413,214802269,2023-03-28,U096588,134.71.12.197,htpy9raoe.com,NORMAL,Pending,R005376,System,429 Too Many Requests,Logged when the user has sent too many requests in a given amount of time ('rate limiting').
125,721254009,2017-07-04,U089431,237.247.108.178,cz6r7fbtzu8hdh.com,NORMAL,Completed Successfully,R004051,Database,500 Internal Server Error,Indicates a generic error message when the server encounters an unexpected condition that prevents it from fulfilling the request.
372,574600556,2014-07-01,U080309,25.3.50.89,urfg1bw6.com,NORMAL,In Progress,R079139,Error Handler,504 Gateway Timeout,"Logged when the server, while acting as a gateway or proxy, did not receive a timely response from the upstream server."
53,283049856,2020-07-05,U049436,130.112.193.184,m2uz06t5oehv5n.com,NORMAL,Queued,R006737,Database,400 Bad Request,"Indicates that the server cannot or will not process the request due to a client error (e.g., malformed request syntax)."
794,727741876,2023-07-02,U034400,233.196.246.19,tzx3qneccwulbts.com,INFO,Pending,R017577,User,410 Gone,Indicates that the resource requested is no longer available and will not be available again.
798,727138127,2020-08-16,U059655,109.151.83.162,8t0qw150barr9.com,NORMAL,Queued,R042505,External Service,503 Service Unavailable,"Indicates that the server is not ready to handle the request, typically due to temporary overloading or maintenance."
20,533518754,2023-09-09,U064120,184.189.131.75,lvowv0h5oa8p8t.com,ERROR,Cancelled,R027235,Scheduler,413 Payload Too Large,Occurs when the request entity is larger than limits defined by server; the server might close the connection or return a Retry-After header field.
70,592060556,2016-11-06,U041182,78.185.122.118,i8tt3pqz5irsu.com,NORMAL,Completed Successfully,R024358,Scheduler,406 Not Acceptable,Logged when the server cannot produce a response matching the list of acceptable values defined in the request's proactive content negotiation headers.
455,558339986,2013-02-06,U062423,167.188.33.96,n9nzzx3imy.com,WARNING,Failed,R011697,Error Handler,429 Too Many Requests,Logged when the user has sent too many requests in a given amount of time ('rate limiting').
684,152135543,2017-10-10,U036556,22.197.213.24,n8sa4w16rllbki.com,NORMAL,Completed Successfully,R017192,Application,405 Method Not Allowed,Occurs when a request method is not supported for the requested resource.
655,197811354,2017-04-18,U071883,22.149.75.215,6benas3dzeba.com,WARNING,Timed Out,R024492,Application,413 Payload Too Large,Occurs when the request entity is larger than limits defined by server; the server might close the connection or return a Retry-After header field.
581,693034022,2017-10-27,U072161,87.31.134.253,a3cqqy7g8z4j.com,NORMAL,Completed Successfully,R042263,Security System,410 Gone,Indicates that the resource requested is no longer available and will not be available again.
10,232821799,2021-07-24,U088696,184.222.123.28,y6oofhn85.com,NORMAL,Completed Successfully,R039524,Database,413 Payload Too Large,Occurs when the request entity is larger than limits defined by server; the server might close the connection or return a Retry-After header field.
315,252058781,2015-02-10,U025932,84.31.139.35,btu3dfwac7hji5i.com,NORMAL,Completed Successfully,R088846,System,403 Forbidden,Logged when the server understands the request but refuses to authorize it. This can be due to lack of access rights to the resource.
325,938746614,2015-09-23,U083317,176.159.8.35,j582o89.com,CRITICAL,Timed Out,R044435,Device,504 Gateway Timeout,"Logged when the server, while acting as a gateway or proxy, did not receive a timely response from the upstream server."
876,553115468,2012-08-16,U011003,222.188.21.178,i9funvy5f.com,NORMAL,Completed Successfully,R056909,Database,406 Not Acceptable,Logged when the server cannot produce a response matching the list of acceptable values defined in the request's proactive content negotiation headers.
356,584632773,2011-04-03,U078168,4.179.200.113,t00t8ptq.com,NORMAL,Completed Successfully,R033053,Scheduler,408 Request Timeout,Occurs when the server times out waiting for the request from the client.
553,195575902,2018-10-30,U096677,199.161.119.246,8e56rj4ohssse.com,NORMAL,Completed Successfully,R020582,Application,401 Unauthorized,Occurs when authentication is required and has failed or has not been provided yet.
661,648966704,2022-08-28,U043621,118.156.207.147,hw30hwt.com,NORMAL,In Progress,R064566,Device,405 Method Not Allowed,Occurs when a request method is not supported for the requested resource.
701,461750607,2014-01-24,U070428,143.208.84.91,887durg3ywvufk.com,NORMAL,Completed Successfully,R021977,Security System,406 Not Acceptable,Logged when the server cannot produce a response matching the list of acceptable values defined in the request's proactive content negotiation headers.
532,241785776,2021-09-27,U005816,245.102.60.60,abfdy4jgv98.com,NORMAL,Queued,R088617,Application,503 Service Unavailable,"Indicates that the server is not ready to handle the request, typically due to temporary overloading or maintenance."
913,253614466,2023-09-18,U006058,113.82.107.33,utokmi0450qwtvr.com,NORMAL,Completed Successfully,R034751,External Service,406 Not Acceptable,Logged when the server cannot produce a response matching the list of acceptable values defined in the request's proactive content negotiation headers.
510,552744841,2012-05-21,U048430,8.18.160.121,h8dormfc.com,NORMAL,Pending,R021435,Database,412 Precondition Failed,Indicates that one or more conditions in the request header fields evaluated to false.
91,556431917,2023-06-24,U073210,216.189.192.89,rwu65xyv8bk9b.com,INFO,Completed Successfully,R000963,External Service,504 Gateway Timeout,"Logged when the server, while acting as a gateway or proxy, did not receive a timely response from the upstream server."
309,587647940,2017-06-30,U095648,165.150.84.112,qi6gre1nws.com,NORMAL,Pending,R008518,External Service,500 Internal Server Error,Indicates a generic error message when the server encounters an unexpected condition that prevents it from fulfilling the request.
164,182655031,2015-08-16,U004972,72.132.49.218,4dkk2s6izoy3kk.com,CRITICAL,Cancelled,R007007,User,406 Not Acceptable,Logged when the server cannot produce a response matching the list of acceptable values defined in the request's proactive content negotiation headers.
441,737148371,2014-03-30,U018034,177.101.72.60,887a02fkzt4t.com,NORMAL,In Progress,R086701,Database,406 Not Acceptable,Logged when the server cannot produce a response matching the list of acceptable values defined in the request's proactive content negotiation headers.
202,893733147,2012-10-19,U038839,48.4.235.147,e7is88t.com,NORMAL,Queued,R056087,Scheduler,401 Unauthorized,Occurs when authentication is required and has failed or has not been provided yet.
949,271156858,2011-10-28,U077688,168.148.119.147,v3hr3y7z.com,NORMAL,Completed Successfully,R011899,Error Handler,406 Not Acceptable,Logged when the server cannot produce a response matching the list of acceptable values defined in the request's proactive content negotiation headers.
115,869872241,2013-05-18,U025578,110.38.128.227,krrw4r6t3.com,NORMAL,Completed Successfully,R076181,Security System,403 Forbidden,Logged when the server understands the request but refuses to authorize it. This can be due to lack of access rights to the resource.
675,274659677,2012-01-13,U091297,36.8.149.139,lehd0ir6n5.com,NORMAL,Completed Successfully,R036927,Security System,429 Too Many Requests,Logged when the user has sent too many requests in a given amount of time ('rate limiting').
91,561707753,2022-12-16,U058764,200.42.5.114,xdcgius6cd.com,INFO,Queued,R047108,Database,404 Not Found,Logs when a requested resource could not be found on the server. Commonly occurs when a URL is mistyped or a page has been removed.
12,832398152,2014-08-30,U070744,153.84.164.233,721lea5.com,ERROR,Timed Out,R045467,Database,400 Bad Request,"Indicates that the server cannot or will not process the request due to a client error (e.g., malformed request syntax)."
164,594087297,2011-10-01,U065937,206.6.63.151,i4ta6fhrp.com,NORMAL,Completed Successfully,R077437,Security System,410 Gone,Indicates that the resource requested is no longer available and will not be available again.
136,950861603,2023-06-03,U055456,232.214.15.141,jsyqfh6sf1.com,CRITICAL,Failed,R058118,Network,413 Payload Too Large,Occurs when the request entity is larger than limits defined by server; the server might close the connection or return a Retry-After header field.
52,117023173,2023-01-16,U054915,159.238.75.193,e16regr6v02998k.com,NORMAL,Completed Successfully,R094865,Network,502 Bad Gateway,"Logged when the server, while acting as a gateway or proxy, received an invalid response from the upstream server."
147,477617883,2010-10-18,U014771,96.197.241.31,v0w12kf.com,NORMAL,Completed Successfully,R043236,Error Handler,406 Not Acceptable,Logged when the server cannot produce a response matching the list of acceptable values defined in the request's proactive content negotiation headers.
31,341849750,2021-01-01,U007520,103.17.195.209,svglnse9x.com,ERROR,Failed,R033601,User,429 Too Many Requests,Logged when the user has sent too many requests in a given amount of time ('rate limiting').
